Date,Time,Location,Max_Temperature,Min_Temperature,Humidity,Precipitation,Wind_Speed,Weather Condition
2023-05-28,06:00,Warangal,34.2,20.6,48.1,0.0,22.6,Sunny
2023-05-28,06:00,Nizamabad,44.1,31.2,48.4,0.0,23.1,Cloudy
2023-05-28,06:00,Karimnagar,36.7,29.9,32.6,0.0,10.6,Sunny
2023-05-28,06:00,Khammam,34.0,25.9,81.4,0.0,21.3,Sunny
2023-05-28,06:00,Mahbubnagar,30.4,22.8,78.0,0.0,4.8,Sunny
2023-05-28,06:00,Hyderabad,42.8,33.8,34.4,20.8,22.9,Snowy
2023-05-28,12:00,Warangal,41.4,31.3,49.0,0.0,12.5,Sunny
2023-05-28,12:00,Nizamabad,41.8,26.9,62.8,0.0,29.0,Cloudy
2023-05-28,12:00,Karimnagar,41.3,27.5,42.7,0.0,1.5,Cloudy
2023-05-28,12:00,Khammam,39.9,33.2,50.0,0.0,13.2,Sunny
2023-05-28,12:00,Mahbubnagar,42.2,31.0,74.7,0.0,17.4,Sunny
2023-05-28,12:00,Hyderabad,25.7,11.0,71.6,0.0,0.2,Sunny
2023-05-28,18:00,Warangal,29.9,22.5,35.4,0.0,17.9,Cloudy
2023-05-28,18:00,Nizamabad,38.6,29.5,37.6,0.0,4.2,Cloudy
2023-05-28,18:00,Karimnagar,30.3,24.3,77.5,0.0,9.6,Sunny
2023-05-28,18:00,Khammam,26.7,20.5,50.9,0.0,1.5,Cloudy
2023-05-28,18:00,Mahbubnagar,39.1,30.6,62.4,0.0,3.1,Sunny
2023-05-28,18:00,Hyderabad,37.2,29.6,85.6,0.0,23.2,Cloudy
2023-05-29,06:00,Warangal,42.0,31.3,63.1,0.0,21.8,Sunny
2023-05-29,06:00,Nizamabad,43.2,29.4,68.4,0.0,26.2,Sunny
2023-05-29,06:00,Karimnagar,31.1,25.8,67.2,24.1,16.9,Stormy
2023-05-29,06:00,Khammam,37.4,25.1,56.6,0.0,24.7,Sunny
2023-05-29,06:00,Mahbubnagar,32.5,24.4,66.4,4.6,16.2,Rainy
2023-05-29,06:00,Hyderabad,37.7,23.1,86.1,0.0,2.8,Sunny
2023-05-29,12:00,Warangal,29.8,16.2,48.4,0.0,18.8,Sunny
2023-05-29,12:00,Nizamabad,27.3,14.0,34.6,0.0,3.8,Cloudy
2023-05-29,12:00,Karimnagar,30.2,18.7,64.7,19.2,14.1,Stormy
2023-05-29,12:00,Khammam,36.3,25.7,64.5,0.0,10.0,Sunny
2023-05-29,12:00,Mahbubnagar,36.7,30.8,42.2,0.0,18.0,Sunny
2023-05-29,12:00,Hyderabad,25.0,19.6,41.8,3.3,1.1,Rainy
2023-05-29,18:00,Warangal,25.5,13.3,74.5,0.0,28.1,Sunny
2023-05-29,18:00,Nizamabad,30.9,19.7,77.5,12.7,20.3,Stormy
2023-05-29,18:00,Karimnagar,25.6,18.2,59.5,0.0,5.5,Cloudy
2023-05-29,18:00,Khammam,27.0,12.7,33.0,0.0,24.9,Cloudy
2023-05-29,18:00,Mahbubnagar,26.8,12.0,85.2,0.0,6.2,Sunny
2023-05-29,18:00,Hyderabad,26.5,13.2,41.8,0.0,23.9,Cloudy
2023-05-30,06:00,Warangal,26.9,20.1,48.7,10.2,1.8,Stormy
2023-05-30,06:00,Nizamabad,42.5,31.1,35.5,0.0,4.2,Cloudy
2023-05-30,06:00,Karimnagar,27.3,18.6,76.8,0.0,29.6,Sunny
2023-05-30,06:00,Khammam,32.0,22.9,70.6,0.0,14.6,Sunny
2023-05-30,06:00,Mahbubnagar,34.6,26.5,54.3,0.0,21.4,Cloudy
2023-05-30,06:00,Hyderabad,33.3,23.0,31.8,0.0,9.3,Sunny
2023-05-30,12:00,Warangal,30.0,23.6,50.6,0.0,6.1,Sunny
2023-05-30,12:00,Nizamabad,39.4,31.4,37.8,0.0,17.6,Cloudy
2023-05-30,12:00,Karimnagar,35.6,21.8,32.3,0.0,6.5,Sunny
2023-05-30,12:00,Khammam,30.8,24.5,43.5,8.8,28.4,Stormy
2023-05-30,12:00,Mahbubnagar,31.8,17.9,86.6,0.0,0.8,Sunny
2023-05-30,12:00,Hyderabad,34.4,27.5,70.0,0.0,7.9,Cloudy
2023-05-30,18:00,Warangal,42.9,31.5,39.0,0.0,0.8,Sunny
2023-05-30,18:00,Nizamabad,41.5,34.6,51.2,11.1,18.3,Stormy
2023-05-30,18:00,Karimnagar,27.3,19.0,70.4,0.0,2.4,Sunny
2023-05-30,18:00,Khammam,43.1,37.2,47.7,0.0,15.0,Sunny
2023-05-30,18:00,Mahbubnagar,30.8,16.6,87.4,0.0,13.9,Sunny
2023-05-30,18:00,Hyderabad,37.6,24.0,69.2,0.0,21.4,Sunny
2023-05-31,06:00,Warangal,42.5,29.1,61.2,0.0,5.8,Sunny
2023-05-31,06:00,Nizamabad,41.0,30.0,63.1,0.0,11.4,Sunny
2023-05-31,06:00,Karimnagar,25.4,10.8,72.2,0.0,11.1,Sunny
2023-05-31,06:00,Khammam,29.0,18.8,48.8,0.0,20.9,Sunny
2023-05-31,06:00,Mahbubnagar,30.5,24.1,68.4,0.0,28.5,Sunny
2023-05-31,06:00,Hyderabad,39.1,25.0,73.5,0.0,13.8,Sunny
2023-05-31,12:00,Warangal,36.8,22.7,52.4,0.0,29.0,Sunny
2023-05-31,12:00,Nizamabad,27.3,14.6,73.8,0.0,14.2,Cloudy
2023-05-31,12:00,Karimnagar,25.1,12.6,35.3,7.9,22.3,Stormy
2023-05-31,12:00,Khammam,33.3,28.2,31.5,23.2,19.9,Stormy
2023-05-31,12:00,Mahbubnagar,33.3,21.6,86.8,0.4,11.4,Rainy
2023-05-31,12:00,Hyderabad,44.1,33.7,31.8,0.0,13.4,Sunny
2023-05-31,18:00,Warangal,26.6,12.8,31.2,0.0,27.6,Sunny
2023-05-31,18:00,Nizamabad,32.0,18.3,55.6,0.0,18.9,Sunny
2023-05-31,18:00,Karimnagar,29.8,24.0,77.3,13.1,25.9,Stormy
2023-05-31,18:00,Khammam,35.8,25.6,65.2,3.2,22.8,Rainy
2023-05-31,18:00,Mahbubnagar,31.2,20.3,89.9,0.0,20.2,Cloudy
2023-05-31,18:00,Hyderabad,43.4,31.1,83.2,7.1,2.1,Stormy
2023-06-01,06:00,Warangal,35.7,27.1,70.6,0.0,28.7,Sunny
2023-06-01,06:00,Nizamabad,37.8,28.8,49.6,7.2,13.5,Stormy
2023-06-01,06:00,Karimnagar,38.4,28.7,47.7,0.0,24.3,Sunny
2023-06-01,06:00,Khammam,31.6,19.6,44.4,0.0,15.5,Sunny
2023-06-01,06:00,Mahbubnagar,34.3,27.8,59.6,0.0,0.1,Sunny
2023-06-01,06:00,Hyderabad,37.2,29.0,47.7,0.0,18.2,Cloudy
2023-06-01,12:00,Warangal,44.3,30.3,65.0,0.0,5.1,Sunny
2023-06-01,12:00,Nizamabad,27.9,13.9,77.1,0.0,17.3,Cloudy
2023-06-01,12:00,Karimnagar,28.2,21.7,54.9,0.0,7.9,Sunny
2023-06-01,12:00,Khammam,31.0,17.9,88.7,0.0,23.8,Cloudy
2023-06-01,12:00,Mahbubnagar,29.7,18.3,60.8,0.0,25.7,Sunny
2023-06-01,12:00,Hyderabad,40.1,31.0,84.6,0.0,23.4,Sunny
2023-06-01,18:00,Warangal,44.6,31.4,70.7,15.2,19.8,Stormy
2023-06-01,18:00,Nizamabad,39.9,25.3,76.3,0.0,5.5,Sunny
2023-06-01,18:00,Karimnagar,34.8,27.7,68.4,0.0,28.6,Sunny
2023-06-01,18:00,Khammam,34.4,22.5,47.0,0.0,15.7,Cloudy
2023-06-01,18:00,Mahbubnagar,34.7,21.2,44.0,0.0,8.4,Sunny
2023-06-01,18:00,Hyderabad,44.3,33.5,32.2,0.0,2.3,Sunny
2023-06-02,06:00,Warangal,44.0,32.4,88.9,0.0,24.7,Sunny
2023-06-02,06:00,Nizamabad,36.7,24.4,58.8,0.0,9.2,Sunny
2023-06-02,06:00,Karimnagar,31.5,19.9,48.1,0.0,23.7,Sunny
2023-06-02,06:00,Khammam,40.6,33.5,50.9,0.0,4.1,Sunny
2023-06-02,06:00,Mahbubnagar,34.3,25.1,89.7,0.0,0.5,Sunny
2023-06-02,06:00,Hyderabad,26.8,19.1,60.3,0.0,9.3,Cloudy
2023-06-02,12:00,Warangal,41.9,31.7,38.3,0.0,15.1,Sunny
2023-06-02,12:00,Nizamabad,39.0,31.6,62.2,0.0,17.2,Sunny
2023-06-02,12:00,Karimnagar,26.8,15.9,63.2,0.0,25.3,Cloudy
2023-06-02,12:00,Khammam,35.2,22.8,78.4,0.0,1.1,Sunny
2023-06-02,12:00,Mahbubnagar,34.8,23.0,48.9,0.0,25.0,Sunny
2023-06-02,12:00,Hyderabad,35.3,25.4,56.1,0.0,15.2,Sunny
2023-06-02,18:00,Warangal,43.0,35.6,55.5,0.0,28.5,Cloudy
2023-06-02,18:00,Nizamabad,32.7,22.9,32.5,0.0,7.8,Cloudy
2023-06-02,18:00,Karimnagar,36.3,30.8,53.2,0.0,0.2,Sunny
2023-06-02,18:00,Khammam,43.6,34.2,89.4,11.6,26.9,Stormy
2023-06-02,18:00,Mahbubnagar,34.1,23.5,67.0,0.0,19.5,Sunny
2023-06-02,18:00,Hyderabad,30.5,25.2,88.4,0.0,27.7,Sunny
2023-06-03,06:00,Warangal,37.7,24.7,46.9,0.0,21.4,Sunny
2023-06-03,06:00,Nizamabad,44.3,31.2,81.7,0.0,26.4,Cloudy
2023-06-03,06:00,Karimnagar,32.2,26.8,43.8,0.0,12.6,Cloudy
2023-06-03,06:00,Khammam,38.1,23.2,56.4,4.1,24.4,Rainy
2023-06-03,06:00,Mahbubnagar,32.2,21.4,89.0,13.7,2.8,Stormy
2023-06-03,06:00,Hyderabad,37.4,24.2,44.4,0.0,22.4,Sunny
2023-06-03,12:00,Warangal,39.0,29.7,49.4,0.0,16.5,Sunny
2023-06-03,12:00,Nizamabad,27.3,20.4,84.1,0.0,0.1,Sunny
2023-06-03,12:00,Karimnagar,35.1,27.6,38.3,0.0,9.3,Sunny
2023-06-03,12:00,Khammam,37.3,29.7,39.6,0.0,28.1,Sunny
2023-06-03,12:00,Mahbubnagar,36.5,25.8,72.9,0.0,25.2,Sunny
2023-06-03,12:00,Hyderabad,38.1,28.5,69.0,20.3,15.2,Stormy
2023-06-03,18:00,Warangal,38.7,31.9,58.4,10.8,0.8,Stormy
2023-06-03,18:00,Nizamabad,44.9,38.4,39.2,0.0,28.8,Cloudy
2023-06-03,18:00,Karimnagar,36.0,23.7,40.5,0.0,21.6,Sunny
2023-06-03,18:00,Khammam,32.7,26.2,38.6,13.5,27.1,Stormy
2023-06-03,18:00,Mahbubnagar,38.5,31.1,42.0,7.5,10.8,Stormy
2023-06-03,18:00,Hyderabad,40.8,30.7,57.5,0.0,12.4,Sunny
2023-06-04,06:00,Warangal,30.3,23.1,33.4,0.0,1.8,Cloudy
2023-06-04,06:00,Nizamabad,30.8,18.2,59.4,0.0,11.4,Cloudy
2023-06-04,06:00,Karimnagar,26.6,18.6,43.7,0.0,24.9,Sunny
2023-06-04,06:00,Khammam,33.5,26.1,45.7,0.0,28.9,Sunny
2023-06-04,06:00,Mahbubnagar,36.0,28.0,63.0,0.0,10.7,Sunny
2023-06-04,06:00,Hyderabad,44.9,39.0,57.7,1.0,1.8,Rainy
2023-06-04,12:00,Warangal,32.4,18.8,86.6,0.0,15.8,Sunny
2023-06-04,12:00,Nizamabad,27.6,13.0,57.6,7.8,0.5,Stormy
2023-06-04,12:00,Karimnagar,26.4,17.6,85.8,0.0,1.1,Sunny
2023-06-04,12:00,Khammam,27.3,19.5,71.1,0.0,15.7,Sunny
2023-06-04,12:00,Mahbubnagar,29.4,19.2,74.2,0.0,1.7,Sunny
2023-06-04,12:00,Hyderabad,42.4,37.2,85.5,0.0,14.1,Sunny
2023-06-04,18:00,Warangal,42.3,37.0,52.9,0.0,27.1,Sunny
2023-06-04,18:00,Nizamabad,44.2,32.4,61.0,0.0,26.3,Sunny
2023-06-04,18:00,Karimnagar,36.3,28.2,39.8,0.0,23.6,Cloudy
2023-06-04,18:00,Khammam,30.9,20.0,66.7,0.0,10.0,Sunny
2023-06-04,18:00,Mahbubnagar,27.3,21.8,53.5,23.5,16.4,Stormy
2023-06-04,18:00,Hyderabad,41.9,29.2,68.2,0.0,29.0,Sunny
2023-06-05,06:00,Warangal,40.9,33.8,60.6,0.0,25.7,Sunny
2023-06-05,06:00,Nizamabad,40.9,28.2,47.0,0.0,23.0,Sunny
2023-06-05,06:00,Karimnagar,38.9,33.7,68.0,0.0,5.9,Sunny
2023-06-05,06:00,Khammam,25.7,19.9,74.8,14.6,28.0,Stormy
2023-06-05,06:00,Mahbubnagar,31.7,25.5,83.0,0.0,5.4,Sunny
2023-06-05,06:00,Hyderabad,35.6,23.7,81.8,0.0,24.5,Sunny
2023-06-05,12:00,Warangal,44.9,32.0,68.5,0.0,7.9,Cloudy
2023-06-05,12:00,Nizamabad,35.9,25.4,46.5,20.2,6.9,Stormy
2023-06-05,12:00,Karimnagar,31.5,17.4,58.7,0.0,0.7,Sunny
2023-06-05,12:00,Khammam,27.8,17.8,77.0,0.0,1.3,Sunny
2023-06-05,12:00,Mahbubnagar,28.2,15.9,42.9,0.0,13.8,Cloudy
2023-06-05,12:00,Hyderabad,40.1,25.9,39.2,0.0,29.8,Cloudy
2023-06-05,18:00,Warangal,40.7,30.2,82.5,0.0,25.3,Sunny
2023-06-05,18:00,Nizamabad,32.6,27.0,31.5,0.0,25.1,Sunny
2023-06-05,18:00,Karimnagar,26.4,19.9,71.7,0.0,0.6,Sunny
2023-06-05,18:00,Khammam,38.0,24.5,35.3,0.0,1.1,Sunny
2023-06-05,18:00,Mahbubnagar,40.8,29.6,52.2,0.0,1.4,Sunny
2023-06-05,18:00,Hyderabad,43.7,31.5,58.4,0.0,24.2,Sunny
2023-06-06,06:00,Warangal,34.5,22.5,71.9,0.0,23.0,Sunny
2023-06-06,06:00,Nizamabad,42.9,35.6,44.4,5.7,29.1,Stormy
2023-06-06,06:00,Karimnagar,32.8,19.9,81.8,0.0,8.6,Sunny
2023-06-06,06:00,Khammam,32.0,19.3,85.6,0.0,15.6,Cloudy
2023-06-06,06:00,Mahbubnagar,43.6,37.3,75.8,13.4,10.8,Stormy
2023-06-06,06:00,Hyderabad,40.9,32.7,62.1,0.0,20.9,Sunny
2023-06-06,12:00,Warangal,40.8,28.7,55.4,0.0,0.6,Sunny
2023-06-06,12:00,Nizamabad,42.1,27.4,32.7,0.0,27.8,Sunny
2023-06-06,12:00,Karimnagar,44.7,36.4,44.2,10.5,8.3,Stormy
2023-06-06,12:00,Khammam,32.0,18.1,58.2,0.0,17.8,Sunny
2023-06-06,12:00,Mahbubnagar,38.1,30.0,78.1,0.0,25.5,Cloudy
2023-06-06,12:00,Hyderabad,43.8,35.6,64.1,0.0,8.9,Cloudy
2023-06-06,18:00,Warangal,40.4,32.6,45.1,7.4,25.1,Stormy
2023-06-06,18:00,Nizamabad,33.7,20.2,71.8,6.3,25.1,Stormy
2023-06-06,18:00,Karimnagar,38.3,23.4,47.3,0.0,5.0,Sunny
2023-06-06,18:00,Khammam,44.6,38.4,76.7,0.0,21.0,Sunny
2023-06-06,18:00,Mahbubnagar,28.0,21.9,78.3,0.0,28.3,Cloudy
2023-06-06,18:00,Hyderabad,40.3,28.0,87.1,0.0,6.2,Cloudy
2023-06-07,06:00,Warangal,29.0,19.1,55.8,4.3,5.2,Rainy
2023-06-07,06:00,Nizamabad,34.9,27.9,71.2,0.0,13.3,Sunny
2023-06-07,06:00,Karimnagar,42.8,32.9,37.8,0.0,10.5,Sunny
2023-06-07,06:00,Khammam,31.8,20.6,37.8,0.0,18.7,Sunny
2023-06-07,06:00,Mahbubnagar,32.7,22.1,86.5,0.0,7.4,Sunny
2023-06-07,06:00,Hyderabad,35.1,24.9,43.6,0.0,12.2,Cloudy
2023-06-07,12:00,Warangal,25.1,12.7,37.8,0.5,8.4,Rainy
2023-06-07,12:00,Nizamabad,29.2,21.0,72.3,0.0,9.6,Sunny
2023-06-07,12:00,Karimnagar,34.2,19.3,44.0,0.0,8.6,Sunny
2023-06-07,12:00,Khammam,38.5,27.7,85.1,0.0,17.9,Cloudy
2023-06-07,12:00,Mahbubnagar,28.9,19.6,79.4,3.0,5.9,Rainy
2023-06-07,12:00,Hyderabad,38.1,31.4,39.5,0.0,24.8,Sunny
2023-06-07,18:00,Warangal,25.7,13.0,49.5,0.0,6.6,Cloudy
2023-06-07,18:00,Nizamabad,25.9,19.6,43.1,0.0,19.7,Cloudy
2023-06-07,18:00,Karimnagar,27.3,13.4,32.5,12.8,4.7,Stormy
2023-06-07,18:00,Khammam,35.6,29.2,71.8,0.0,6.6,Sunny
2023-06-07,18:00,Mahbubnagar,26.8,15.7,43.5,0.0,21.5,Cloudy
2023-06-07,18:00,Hyderabad,43.7,38.2,76.1,0.0,12.8,Sunny
2023-06-08,06:00,Warangal,25.3,14.0,30.1,9.7,1.5,Stormy
2023-06-08,06:00,Nizamabad,41.3,31.6,83.1,0.0,6.6,Sunny
2023-06-08,06:00,Karimnagar,28.0,19.7,89.6,0.0,26.0,Sunny
2023-06-08,06:00,Khammam,43.8,35.4,87.9,6.8,28.3,Stormy
2023-06-08,06:00,Mahbubnagar,26.4,12.2,42.8,0.0,16.0,Sunny
2023-06-08,06:00,Hyderabad,25.1,18.1,82.2,0.0,1.8,Sunny
2023-06-08,12:00,Warangal,25.3,17.3,67.2,8.3,25.0,Stormy
2023-06-08,12:00,Nizamabad,33.7,20.1,36.1,0.0,24.6,Cloudy
2023-06-08,12:00,Karimnagar,39.4,30.1,80.0,0.0,22.5,Sunny
2023-06-08,12:00,Khammam,38.8,26.6,84.4,15.4,17.8,Stormy
2023-06-08,12:00,Mahbubnagar,39.7,27.8,81.2,0.0,10.2,Sunny
2023-06-08,12:00,Hyderabad,38.1,31.5,42.4,0.0,22.2,Sunny
2023-06-08,18:00,Warangal,43.1,37.4,70.6,0.0,11.7,Sunny
2023-06-08,18:00,Nizamabad,28.9,18.0,73.2,19.5,13.4,Stormy
2023-06-08,18:00,Karimnagar,44.0,30.5,48.0,0.0,27.3,Sunny
2023-06-08,18:00,Khammam,41.0,28.9,36.2,0.0,16.5,Cloudy
2023-06-08,18:00,Mahbubnagar,32.9,24.2,36.0,0.0,0.2,Sunny
2023-06-08,18:00,Hyderabad,30.1,22.3,59.5,0.0,1.8,Sunny
2023-06-09,06:00,Warangal,26.4,18.9,31.0,0.0,3.1,Sunny
2023-06-09,06:00,Nizamabad,33.7,28.4,30.3,0.0,6.8,Cloudy
2023-06-09,06:00,Karimnagar,38.1,32.4,72.2,0.0,0.4,Sunny
2023-06-09,06:00,Khammam,28.7,23.5,77.3,0.0,28.2,Sunny
2023-06-09,06:00,Mahbubnagar,38.7,27.3,58.8,0.8,28.4,Rainy
2023-06-09,06:00,Hyderabad,34.5,29.1,55.3,0.0,8.9,Cloudy
2023-06-09,12:00,Warangal,31.3,19.4,30.2,0.0,19.5,Sunny
2023-06-09,12:00,Nizamabad,33.9,20.6,39.7,0.0,10.3,Sunny
2023-06-09,12:00,Karimnagar,44.3,31.1,84.5,0.0,22.6,Cloudy
2023-06-09,12:00,Khammam,36.0,25.1,52.8,0.0,29.8,Sunny
2023-06-09,12:00,Mahbubnagar,28.8,20.0,51.0,0.0,16.3,Sunny
2023-06-09,12:00,Hyderabad,41.0,28.9,46.9,0.0,18.8,Sunny
2023-06-09,18:00,Warangal,33.6,23.5,54.0,0.0,7.1,Sunny
2023-06-09,18:00,Nizamabad,30.6,20.1,38.5,0.0,25.0,Cloudy
2023-06-09,18:00,Karimnagar,39.4,32.3,58.2,0.0,27.8,Sunny
2023-06-09,18:00,Khammam,27.4,14.7,57.3,0.0,29.1,Sunny
2023-06-09,18:00,Mahbubnagar,27.4,14.9,52.8,0.0,16.7,Sunny
2023-06-09,18:00,Hyderabad,29.8,20.8,56.4,0.0,3.6,Cloudy
2023-06-10,06:00,Warangal,44.9,31.1,43.1,0.0,17.0,Sunny
2023-06-10,06:00,Nizamabad,33.3,28.1,32.4,0.0,1.9,Sunny
2023-06-10,06:00,Karimnagar,34.9,25.3,36.1,0.0,5.4,Cloudy
2023-06-10,06:00,Khammam,42.7,31.3,47.0,22.0,0.4,Stormy
2023-06-10,06:00,Mahbubnagar,39.9,26.1,60.0,3.3,12.6,Rainy
2023-06-10,06:00,Hyderabad,42.9,32.0,72.5,24.0,7.2,Stormy
2023-06-10,12:00,Warangal,31.7,25.0,79.3,0.0,27.0,Cloudy
2023-06-10,12:00,Nizamabad,25.3,12.2,45.8,0.0,20.7,Cloudy
2023-06-10,12:00,Karimnagar,43.5,35.1,47.5,0.0,10.6,Sunny
2023-06-10,12:00,Khammam,33.7,23.4,37.7,0.0,21.8,Sunny
2023-06-10,12:00,Mahbubnagar,39.0,27.5,35.1,0.0,19.7,Cloudy
2023-06-10,12:00,Hyderabad,43.9,30.8,82.6,0.0,24.9,Sunny
2023-06-10,18:00,Warangal,27.5,20.6,46.9,0.0,14.2,Cloudy
2023-06-10,18:00,Nizamabad,30.2,17.9,65.0,0.0,28.9,Sunny
2023-06-10,18:00,Karimnagar,35.9,23.7,45.2,0.0,28.3,Cloudy
2023-06-10,18:00,Khammam,38.0,30.6,35.0,9.9,10.2,Stormy
2023-06-10,18:00,Mahbubnagar,39.4,32.7,82.4,0.0,19.6,Sunny
2023-06-10,18:00,Hyderabad,29.0,20.2,81.2,0.0,8.1,Sunny
2023-06-11,06:00,Warangal,33.8,25.9,47.7,0.0,25.6,Sunny
2023-06-11,06:00,Nizamabad,28.9,14.9,72.2,20.3,25.9,Stormy
2023-06-11,06:00,Karimnagar,34.6,24.5,36.0,19.0,14.4,Stormy
2023-06-11,06:00,Khammam,36.9,22.6,52.7,0.0,1.2,Sunny
2023-06-11,06:00,Mahbubnagar,25.7,17.8,36.1,0.0,15.9,Sunny
2023-06-11,06:00,Hyderabad,42.5,33.6,45.9,0.0,8.8,Sunny
2023-06-11,12:00,Warangal,39.3,31.4,58.8,4.3,5.9,Rainy
2023-06-11,12:00,Nizamabad,32.6,20.8,53.7,24.9,3.9,Snowy
2023-06-11,12:00,Karimnagar,32.3,21.5,80.5,0.0,22.4,Sunny
2023-06-11,12:00,Khammam,32.1,18.0,48.1,0.0,24.1,Sunny
2023-06-11,12:00,Mahbubnagar,39.0,28.2,41.1,0.0,22.3,Cloudy
2023-06-11,12:00,Hyderabad,28.1,21.5,73.9,0.0,19.0,Cloudy
2023-06-11,18:00,Warangal,27.0,13.6,67.4,0.0,8.5,Sunny
2023-06-11,18:00,Nizamabad,31.5,26.4,33.7,0.0,25.7,Sunny
2023-06-11,18:00,Karimnagar,42.9,33.0,86.2,0.0,12.0,Sunny
2023-06-11,18:00,Khammam,32.1,21.9,40.9,0.0,2.3,Sunny
2023-06-11,18:00,Mahbubnagar,40.0,25.7,75.2,0.0,0.5,Sunny
2023-06-11,18:00,Hyderabad,36.0,28.7,83.1,0.0,11.4,Sunny
2023-06-12,06:00,Warangal,26.2,16.3,41.4,0.0,10.7,Sunny
2023-06-12,06:00,Nizamabad,44.2,35.2,79.7,9.3,22.8,Stormy
2023-06-12,06:00,Karimnagar,31.6,18.3,47.4,0.0,4.4,Cloudy
2023-06-12,06:00,Khammam,37.8,31.1,42.8,3.2,14.0,Rainy
2023-06-12,06:00,Mahbubnagar,33.1,18.3,35.6,0.0,14.4,Sunny
2023-06-12,06:00,Hyderabad,40.1,26.0,57.1,0.0,10.1,Cloudy
2023-06-12,12:00,Warangal,30.6,18.4,61.7,0.0,18.9,Cloudy
2023-06-12,12:00,Nizamabad,40.1,28.4,71.4,0.0,9.9,Sunny
2023-06-12,12:00,Karimnagar,43.2,37.7,57.6,0.0,4.1,Sunny
2023-06-12,12:00,Khammam,26.4,13.3,73.8,0.0,10.4,Cloudy
2023-06-12,12:00,Mahbubnagar,42.3,29.3,87.4,23.0,7.8,Stormy
2023-06-12,12:00,Hyderabad,31.6,16.9,67.2,0.0,26.3,Sunny
2023-06-12,18:00,Warangal,40.4,33.3,75.2,0.0,5.5,Sunny
2023-06-12,18:00,Nizamabad,33.2,28.1,74.7,0.0,10.8,Sunny
2023-06-12,18:00,Karimnagar,43.7,32.2,69.9,0.0,27.9,Sunny
2023-06-12,18:00,Khammam,39.2,33.5,46.5,0.0,20.5,Sunny
2023-06-12,18:00,Mahbubnagar,43.6,32.7,33.3,0.0,18.8,Cloudy
2023-06-12,18:00,Hyderabad,25.9,15.9,46.1,0.0,23.8,Sunny
2023-06-13,06:00,Warangal,26.4,12.0,47.7,0.0,13.1,Sunny
2023-06-13,06:00,Nizamabad,31.4,20.9,49.9,0.0,3.1,Cloudy
2023-06-13,06:00,Karimnagar,30.5,21.8,31.2,0.0,3.9,Cloudy
2023-06-13,06:00,Khammam,40.6,29.6,45.2,0.0,11.3,Sunny
2023-06-13,06:00,Mahbubnagar,43.2,31.6,64.3,0.0,11.7,Sunny
2023-06-13,06:00,Hyderabad,34.8,22.5,62.0,0.0,26.2,Cloudy
2023-06-13,12:00,Warangal,25.3,18.6,80.8,9.9,12.8,Stormy
2023-06-13,12:00,Nizamabad,41.2,36.1,42.5,0.0,16.3,Sunny
2023-06-13,12:00,Karimnagar,34.5,26.5,50.6,21.5,7.7,Stormy
2023-06-13,12:00,Khammam,38.2,28.6,57.5,0.0,15.1,Sunny
2023-06-13,12:00,Mahbubnagar,35.4,21.5,63.4,0.0,8.2,Sunny
2023-06-13,12:00,Hyderabad,30.6,23.4,61.7,0.0,11.3,Sunny
2023-06-13,18:00,Warangal,26.0,20.7,72.2,0.0,23.3,Sunny
2023-06-13,18:00,Nizamabad,29.0,14.6,41.1,0.0,17.0,Sunny
2023-06-13,18:00,Karimnagar,33.0,22.7,45.4,0.0,15.1,Sunny
2023-06-13,18:00,Khammam,27.2,16.8,83.7,0.0,2.2,Sunny
2023-06-13,18:00,Mahbubnagar,43.6,35.8,55.1,0.0,3.0,Cloudy
2023-06-13,18:00,Hyderabad,26.8,21.4,41.4,0.0,22.4,Sunny
2023-06-14,06:00,Warangal,33.3,21.7,35.4,3.5,9.3,Rainy
2023-06-14,06:00,Nizamabad,34.8,20.8,42.6,0.0,1.7,Sunny
2023-06-14,06:00,Karimnagar,31.5,21.4,72.1,2.6,14.7,Rainy
2023-06-14,06:00,Khammam,44.3,30.0,46.7,0.0,10.6,Sunny
2023-06-14,06:00,Mahbubnagar,42.8,32.4,89.7,0.0,19.4,Cloudy
2023-06-14,06:00,Hyderabad,33.7,26.6,38.7,19.6,28.8,Stormy
2023-06-14,12:00,Warangal,41.0,27.8,56.9,0.0,1.1,Sunny
2023-06-14,12:00,Nizamabad,28.9,22.4,53.2,0.0,7.8,Sunny
2023-06-14,12:00,Karimnagar,43.4,32.1,65.4,0.0,20.6,Cloudy
2023-06-14,12:00,Khammam,32.5,27.0,54.9,0.0,7.9,Sunny
2023-06-14,12:00,Mahbubnagar,37.1,29.4,35.4,13.6,15.8,Stormy
2023-06-14,12:00,Hyderabad,36.3,25.3,50.2,0.0,9.6,Cloudy
2023-06-14,18:00,Warangal,36.0,30.2,63.3,0.0,4.9,Sunny
2023-06-14,18:00,Nizamabad,26.1,18.3,33.4,0.0,4.2,Sunny
2023-06-14,18:00,Karimnagar,36.8,27.5,72.9,0.0,26.9,Sunny
2023-06-14,18:00,Khammam,42.3,29.4,35.3,0.0,20.4,Sunny
2023-06-14,18:00,Mahbubnagar,44.5,35.0,74.6,0.0,11.3,Sunny
2023-06-14,18:00,Hyderabad,41.0,35.7,48.9,0.0,27.9,Sunny
2023-06-15,06:00,Warangal,42.5,35.5,41.3,9.9,24.4,Stormy
